#	size	1                   	2                   	3                   	4                   	5                   	6                   	7                   	8                   	9                   	10                  	average             	average(s:ms)
24	128 	60001.000;6845701;0 	60001.000;6846925;0 	60001.000;6832033;0 	60001.000;6858004;0 	60001.000;6853089;0 	60001.000;6716927;0 	60001.000;6842648;0 	60001.000;6844966;0 	60001.000;6852394;0 	60001.000;6880783;0 	60001.0;6837347     	60:0;0.0  
25	133 	21.000;2413;1       	26.000;2413;1       	21.000;2413;1       	23.000;2413;1       	21.000;2413;1       	21.000;2413;1       	21.000;2413;1       	26.000;2413;1       	21.000;2413;1       	21.000;2413;1       	22.2;2413           	0:22;1.0  
26	138 	60001.000;6819938;0 	60001.000;6759299;0 	60001.000;6643366;0 	60001.000;6437775;0 	60001.000;6466887;0 	60001.000;6647266;0 	60002.000;6676634;0 	60001.000;6589959;0 	60001.000;6753171;0 	60001.000;6809376;0 	60001.1;6660367     	60:1;0.0  
27	143 	3.000;3;1           	2.000;3;1           	5.000;3;1           	1.000;3;1           	2.000;3;1           	5.000;3;1           	2.000;3;1           	2.000;3;1           	1.000;3;1           	4.000;3;1           	2.7;3               	0:2;1.0   
28	148 	30.000;3750;1       	30.000;3750;1       	31.000;3750;1       	37.000;3750;1       	31.000;3750;1       	30.000;3750;1       	30.000;3750;1       	29.000;3750;1       	30.000;3750;1       	31.000;3750;1       	30.9;3750           	0:30;1.0  
29	153 	3.000;43;1          	2.000;43;1          	2.000;43;1          	6.000;43;1          	2.000;43;1          	2.000;43;1          	5.000;43;1          	3.000;43;1          	2.000;43;1          	2.000;43;1          	2.9;43              	0:2;1.0   
30	158 	60001.000;6246468;0 	60001.000;6279896;0 	60001.000;6275706;0 	60002.000;6244017;0 	60001.000;6290178;0 	60001.000;6290092;0 	60002.000;6266330;0 	60001.000;6258672;0 	60001.000;6277353;0 	60001.000;6296758;0 	60001.2;6272547     	60:1;0.0  
31	163 	100.000;9788;1      	89.000;9788;1       	88.000;9788;1       	88.000;9788;1       	93.000;9788;1       	102.000;9788;1      	96.000;9788;1       	90.000;9788;1       	91.000;9788;1       	89.000;9788;1       	92.6;9788           	0:92;1.0  
32	168 	60001.000;7169434;0 	60001.000;7081039;0 	60001.000;7144557;0 	60001.000;7131335;0 	60001.000;7020724;0 	60001.000;7189667;0 	60001.000;7182545;0 	60001.000;7007135;0 	60001.000;7183174;0 	60002.000;7180635;0 	60001.1;7129024     	60:1;0.0  
33	173 	4.000;225;1         	4.000;225;1         	4.000;225;1         	9.000;225;1         	9.000;225;1         	4.000;225;1         	4.000;225;1         	4.000;225;1         	5.000;225;1         	4.000;225;1         	5.1;225             	0:5;1.0   
34	178 	60002.000;6832977;0 	60001.000;6953531;0 	60001.000;6895058;0 	60001.000;6861201;0 	60001.000;6856443;0 	60001.000;6964809;0 	60002.000;6907458;0 	60001.000;6922175;0 	60001.000;6894500;0 	60001.000;6927918;0 	60001.2;6901607     	60:1;0.0  
35	183 	60002.000;5797175;0 	60001.000;5801598;0 	60001.000;5761437;0 	60001.000;5694752;0 	60001.000;5771075;0 	60001.000;5737994;0 	60001.000;5755069;0 	60001.000;5750169;0 	60001.000;5773976;0 	60001.000;5774755;0 	60001.1;5761800     	60:1;0.0  
36	188 	60001.000;6288633;0 	60001.000;6281796;0 	60001.000;6259642;0 	60002.000;6261089;0 	60001.000;6253587;0 	60002.000;6149204;0 	60002.000;6306546;0 	60001.000;6285624;0 	60001.000;6288295;0 	60002.000;6204406;0 	60001.4;6257882     	60:1;0.0  
37	193 	60001.000;5866770;0 	60001.000;5903575;0 	60001.000;5878324;0 	60001.000;5849329;0 	60002.000;5862921;0 	60001.000;5907163;0 	60002.000;5898419;0 	60001.000;5896731;0 	60001.000;5729009;0 	60001.000;5882152;0 	60001.2;5867439     	60:1;0.0  
38	198 	60001.000;6247244;0 	60002.000;6228328;0 	60001.000;6158719;0 	60001.000;6226663;0 	60001.000;6204476;0 	60001.000;6227755;0 	60001.000;6229418;0 	60001.000;6224635;0 	60001.000;6208336;0 	60001.000;6229044;0 	60001.1;6218461     	60:1;0.0  
39	203 	60001.000;4648901;0 	60002.000;4647250;0 	60001.000;4638090;0 	60001.000;4617097;0 	60001.000;4624686;0 	60001.000;4645870;0 	60001.000;4601887;0 	60001.000;4635322;0 	60001.000;4648319;0 	60002.000;4641749;0 	60001.2;4634917     	60:1;0.0  
40	208 	3.000;4;1           	3.000;4;1           	9.000;4;1           	3.000;4;1           	7.000;4;1           	3.000;4;1           	3.000;4;1           	3.000;4;1           	3.000;4;1           	8.000;4;1           	4.5;4               	0:4;1.0   
41	213 	113.000;11943;1     	115.000;11943;1     	111.000;11943;1     	132.000;11943;1     	130.000;11943;1     	116.000;11943;1     	116.000;11943;1     	116.000;11943;1     	118.000;11943;1     	116.000;11943;1     	118.3;11943         	0:118;1.0 
42	218 	60001.000;7669403;0 	60002.000;7691518;0 	60002.000;7795849;0 	60001.000;7813157;0 	60002.000;7671637;0 	60001.000;7726577;0 	60001.000;7685519;0 	60002.000;7703288;0 	60001.000;7804997;0 	60001.000;7803464;0 	60001.4;7736540     	60:1;0.0  
43	223 	60001.000;4154485;0 	60002.000;4049188;0 	60001.000;4121655;0 	60002.000;4136081;0 	60001.000;4141512;0 	60001.000;4146917;0 	60001.000;4128154;0 	60001.000;4162571;0 	60002.000;4153869;0 	60001.000;4152600;0 	60001.3;4134703     	60:1;0.0  
44	228 	60001.000;4877223;0 	60001.000;4894156;0 	60002.000;4903162;0 	60001.000;4912326;0 	60001.000;4899375;0 	60002.000;4920847;0 	60001.000;4887959;0 	60001.000;4918429;0 	60002.000;4910008;0 	60001.000;4900860;0 	60001.3;4902434     	60:1;0.0  
45	233 	60001.000;4124495;0 	60002.000;4119285;0 	60001.000;4056242;0 	60001.000;4121389;0 	60002.000;4086916;0 	60001.000;4115566;0 	60001.000;4089249;0 	60001.000;4114221;0 	60001.000;4123924;0 	60001.000;4090362;0 	60001.2;4104164     	60:1;0.0  
46	238 	60002.000;4376737;0 	60001.000;4371167;0 	60001.000;4375586;0 	60001.000;4387049;0 	60001.000;4372484;0 	60001.000;4370831;0 	60001.000;4376449;0 	60001.000;4396291;0 	60001.000;4386026;0 	60001.000;4386091;0 	60001.1;4379871     	60:1;0.0  
47	243 	60001.000;6188593;0 	60002.000;6116219;0 	60001.000;6161077;0 	60002.000;6154691;0 	60001.000;6161555;0 	60001.000;6145218;0 	60002.000;6084321;0 	60001.000;6133158;0 	60001.000;6157238;0 	60002.000;6141106;0 	60001.4;6144317     	60:1;0.0  
48	248 	60001.000;3933277;0 	60002.000;3944612;0 	60001.000;3942445;0 	60002.000;3949581;0 	60002.000;3948953;0 	60001.000;3943275;0 	60001.000;3933204;0 	60002.000;3983511;0 	60001.000;3980926;0 	60001.000;3980162;0 	60001.4;3953994     	60:1;0.0  
49	253 	60001.000;3936373;0 	60001.000;3923116;0 	60001.000;3925973;0 	60001.000;3939412;0 	60001.000;3941349;0 	60001.000;3931316;0 	60001.000;3834658;0 	60002.000;3886209;0 	60001.000;3853983;0 	60001.000;3884234;0 	60001.1;3905662     	60:1;0.0  
50	258 	5.000;4;1           	11.000;4;1          	5.000;4;1           	6.000;4;1           	5.000;4;1           	5.000;4;1           	5.000;4;1           	5.000;4;1           	10.000;4;1          	6.000;4;1           	6.3;4               	0:6;1.0   
51	263 	6.000;0;1           	6.000;0;1           	5.000;0;1           	6.000;0;1           	12.000;0;1          	12.000;0;1          	6.000;0;1           	6.000;0;1           	6.000;0;1           	6.000;0;1           	7.1;0               	0:7;1.0   
52	268 	60002.000;3429530;0 	60002.000;3426048;0 	60001.000;3430543;0 	60002.000;3463649;0 	60001.000;3469083;0 	60001.000;3459829;0 	60001.000;3394170;0 	60002.000;3459836;0 	60002.000;3461999;0 	60001.000;3449311;0 	60001.5;3444399     	60:1;0.0  
53	273 	60001.000;6769911;0 	60002.000;6738937;0 	60001.000;6824714;0 	60002.000;6852168;0 	60002.000;6847382;0 	60001.000;6855221;0 	60002.000;6776531;0 	60001.000;6833230;0 	60002.000;6841472;0 	60002.000;6854809;0 	60001.6;6819437     	60:1;0.0  
54	278 	8.000;71;1          	7.000;71;1          	6.000;71;1          	7.000;71;1          	14.000;71;1         	7.000;71;1          	13.000;71;1         	7.000;71;1          	13.000;71;1         	7.000;71;1          	8.9;71              	0:8;1.0   
55	283 	60001.000;7457068;0 	60001.000;7310054;0 	60002.000;7464237;0 	60001.000;7478312;0 	60002.000;7482874;0 	60002.000;7337883;0 	60002.000;7433683;0 	60001.000;7400173;0 	60002.000;7437066;0 	60002.000;7445254;0 	60001.6;7424660     	60:1;0.0  
56	288 	60002.000;6679996;0 	60002.000;6686481;0 	60001.000;6694343;0 	60002.000;6660433;0 	60002.000;6603505;0 	60001.000;6663752;0 	60001.000;6605098;0 	60002.000;6685391;0 	60001.000;6703135;0 	60002.000;6699626;0 	60001.6;6668176     	60:1;0.0  
57	293 	60002.000;3144165;0 	60001.000;3179233;0 	60002.000;3169870;0 	60002.000;3176505;0 	60002.000;3182714;0 	60001.000;3169038;0 	60001.000;3167781;0 	60002.000;3175750;0 	60002.000;3171460;0 	60001.000;3173152;0 	60001.6;3170966     	60:1;0.0  
58	298 	12.000;485;1        	12.000;485;1        	11.000;485;1        	12.000;485;1        	12.000;485;1        	11.000;485;1        	12.000;485;1        	12.000;485;1        	12.000;485;1        	22.000;485;1        	12.8;485            	0:12;1.0  
59	303 	60001.000;3180173;0 	60001.000;3183429;0 	60002.000;3168844;0 	60001.000;3174907;0 	60001.000;3167189;0 	60001.000;3175607;0 	60001.000;3129459;0 	60002.000;3186050;0 	60002.000;3175714;0 	60001.000;3182848;0 	60001.3;3172422     	60:1;0.0  
60	308 	60001.000;3164985;0 	60002.000;3131873;0 	60001.000;3140818;0 	60001.000;3194118;0 	60002.000;3221631;0 	60001.000;3218752;0 	60001.000;3180216;0 	60001.000;3108486;0 	60001.000;3144741;0 	60002.000;3213545;0 	60001.3;3171916     	60:1;0.0  
61	313 	15.000;36;1         	8.000;36;1          	15.000;36;1         	8.000;36;1          	17.000;36;1         	8.000;36;1          	8.000;36;1          	8.000;36;1          	18.000;36;1         	8.000;36;1          	11.3;36             	0:11;1.0  
62	318 	60001.000;5887832;0 	60001.000;5863245;0 	60002.000;5854047;0 	60002.000;5902513;0 	60002.000;5905892;0 	60002.000;5892272;0 	60002.000;5885732;0 	60001.000;5886729;0 	60001.000;5928202;0 	60002.000;5909458;0 	60001.6;5891592     	60:1;0.0  
63	323 	10.000;42;1         	9.000;42;1          	9.000;42;1          	9.000;42;1          	9.000;42;1          	10.000;42;1         	9.000;42;1          	9.000;42;1          	9.000;42;1          	8.000;42;1          	9.1;42              	0:9;1.0   
64	328 	2020.000;185098;1   	1976.000;185098;1   	2018.000;185098;1   	2003.000;185098;1   	2039.000;185098;1   	2027.000;185098;1   	2049.000;185098;1   	2028.000;185098;1   	2024.000;185098;1   	2021.000;185098;1   	2020.5;185098       	2:20;1.0  
65	333 	10.000;13;1         	18.000;13;1         	9.000;13;1          	18.000;13;1         	10.000;13;1         	9.000;13;1          	9.000;13;1          	9.000;13;1          	9.000;13;1          	10.000;13;1         	11.1;13             	0:11;1.0  
66	338 	60002.000;3229501;0 	60001.000;3216997;0 	60001.000;3152155;0 	60001.000;3229308;0 	60002.000;3229035;0 	60002.000;3226079;0 	60001.000;3232264;0 	60001.000;3216233;0 	60001.000;3226166;0 	60002.000;3231271;0 	60001.4;3218900     	60:1;0.0  
67	343 	44.000;3680;1       	43.000;3680;1       	44.000;3680;1       	43.000;3680;1       	43.000;3680;1       	53.000;3680;1       	43.000;3680;1       	53.000;3680;1       	43.000;3680;1       	43.000;3680;1       	45.2;3680           	0:45;1.0  
68	348 	11.000;0;1          	10.000;0;1          	10.000;0;1          	11.000;0;1          	10.000;0;1          	11.000;0;1          	11.000;0;1          	11.000;0;1          	11.000;0;1          	20.000;0;1          	11.6;0              	0:11;1.0  
69	353 	60001.000;2618957;0 	60002.000;2615961;0 	60001.000;2599769;0 	60001.000;2620464;0 	60002.000;2625718;0 	60002.000;2623115;0 	60002.000;2623384;0 	60002.000;2628569;0 	60002.000;2623675;0 	60002.000;2623078;0 	60001.7;2620269     	60:1;0.0  
70	358 	13.000;62;1         	13.000;62;1         	12.000;62;1         	12.000;62;1         	13.000;62;1         	13.000;62;1         	12.000;62;1         	13.000;62;1         	13.000;62;1         	12.000;62;1         	12.6;62             	0:12;1.0  
71	363 	60002.000;3083919;0 	60001.000;3015095;0 	60002.000;2984104;0 	60001.000;3047758;0 	60001.000;3044328;0 	60002.000;3044019;0 	60001.000;3066162;0 	60002.000;3069501;0 	60001.000;3055141;0 	60001.000;3059919;0 	60001.4;3046994     	60:1;0.0  
72	368 	60002.000;5403003;0 	60002.000;5390381;0 	60001.000;5300782;0 	60002.000;5391149;0 	60001.000;5422247;0 	60002.000;5422937;0 	60002.000;5443178;0 	60001.000;5418551;0 	60002.000;5427671;0 	60001.000;5414698;0 	60001.6;5403459     	60:1;0.0  
73	373 	60001.000;5072652;0 	60001.000;5067555;0 	60002.000;5032757;0 	60002.000;5083154;0 	60002.000;5068684;0 	60002.000;5044221;0 	60002.000;4989239;0 	60002.000;5059067;0 	60001.000;5058935;0 	60001.000;5066970;0 	60001.6;5054323     	60:1;0.0  
74	378 	210.000;14639;1     	209.000;14639;1     	213.000;14639;1     	208.000;14639;1     	209.000;14639;1     	208.000;14639;1     	207.000;14639;1     	228.000;14639;1     	209.000;14639;1     	211.000;14639;1     	211.2;14639         	0:211;1.0 
75	383 	14.000;1;1          	14.000;1;1          	23.000;1;1          	13.000;1;1          	14.000;1;1          	14.000;1;1          	14.000;1;1          	14.000;1;1          	14.000;1;1          	14.000;1;1          	14.8;1              	0:14;1.0  
76	388 	2612.000;184173;1   	2593.000;184173;1   	2565.000;184173;1   	2631.000;184173;1   	2603.000;184173;1   	2593.000;184173;1   	2571.000;184173;1   	2606.000;184173;1   	2651.000;184173;1   	2591.000;184173;1   	2601.6;184173       	2:601;1.0 
77	393 	16.000;92;1         	16.000;92;1         	16.000;92;1         	16.000;92;1         	17.000;92;1         	26.000;92;1         	17.000;92;1         	16.000;92;1         	16.000;92;1         	18.000;92;1         	17.4;92             	0:17;1.0  
78	398 	15.000;0;1          	25.000;0;1          	15.000;0;1          	15.000;0;1          	16.000;0;1          	15.000;0;1          	34.000;0;1          	16.000;0;1          	16.000;0;1          	25.000;0;1          	19.2;0              	0:19;1.0  
79	403 	15.000;14;1         	16.000;14;1         	15.000;14;1         	16.000;14;1         	24.000;14;1         	15.000;14;1         	15.000;14;1         	23.000;14;1         	15.000;14;1         	16.000;14;1         	17.0;14             	0:17;1.0  
80	408 	60001.000;3831462;0 	60002.000;3806327;0 	60002.000;3826903;0 	60002.000;3831778;0 	60002.000;3826271;0 	60001.000;3828980;0 	60002.000;3823078;0 	60001.000;3835234;0 	60002.000;3834362;0 	60002.000;3843796;0 	60001.7;3828819     	60:1;0.0  
81	413 	18.000;22;1         	18.000;22;1         	17.000;22;1         	18.000;22;1         	17.000;22;1         	18.000;22;1         	18.000;22;1         	17.000;22;1         	17.000;22;1         	17.000;22;1         	17.5;22             	0:17;1.0  
82	418 	5190.000;321181;1   	5258.000;321181;1   	5290.000;321181;1   	5197.000;321181;1   	5185.000;321181;1   	5202.000;321181;1   	5185.000;321181;1   	5220.000;321181;1   	5211.000;321181;1   	5209.000;321181;1   	5214.7;321181       	5:214;1.0 
83	423 	31.000;919;1        	39.000;919;1        	30.000;919;1        	30.000;919;1        	31.000;919;1        	29.000;919;1        	30.000;919;1        	31.000;919;1        	30.000;919;1        	30.000;919;1        	31.1;919            	0:31;1.0  
84	428 	20.000;63;1         	20.000;63;1         	20.000;63;1         	19.000;63;1         	20.000;63;1         	25.000;63;1         	20.000;63;1         	19.000;63;1         	20.000;63;1         	30.000;63;1         	21.3;63             	0:21;1.0  
85	433 	27.000;610;1        	27.000;610;1        	27.000;610;1        	26.000;610;1        	27.000;610;1        	27.000;610;1        	28.000;610;1        	26.000;610;1        	40.000;610;1        	34.000;610;1        	28.9;610            	0:28;1.0  
86	438 	71.000;4320;1       	72.000;4320;1       	72.000;4320;1       	72.000;4320;1       	73.000;4320;1       	73.000;4320;1       	71.000;4320;1       	84.000;4320;1       	72.000;4320;1       	73.000;4320;1       	73.3;4320           	0:73;1.0  
87	443 	580.000;39914;1     	578.000;39914;1     	579.000;39914;1     	576.000;39914;1     	580.000;39914;1     	573.000;39914;1     	572.000;39914;1     	577.000;39914;1     	586.000;39914;1     	573.000;39914;1     	577.4;39914         	0:577;1.0 
88	448 	1736.000;111743;1   	1742.000;111743;1   	1730.000;111743;1   	1732.000;111743;1   	1740.000;111743;1   	1721.000;111743;1   	1759.000;111743;1   	1740.000;111743;1   	1732.000;111743;1   	1738.000;111743;1   	1737.0;111743       	1:737;1.0 
89	453 	23.000;6;1          	23.000;6;1          	23.000;6;1          	23.000;6;1          	22.000;6;1          	30.000;6;1          	22.000;6;1          	25.000;6;1          	22.000;6;1          	21.000;6;1          	23.4;6              	0:23;1.0  
90	458 	38281.000;2449062;1 	38024.000;2449062;1 	38169.000;2449062;1 	38076.000;2449062;1 	38055.000;2449062;1 	38190.000;2449062;1 	38141.000;2449062;1 	38057.000;2449062;1 	38125.000;2449062;1 	38022.000;2449062;1 	38114.0;2449062     	38:113;1.0
91	463 	62.000;3046;1       	61.000;3046;1       	69.000;3046;1       	60.000;3046;1       	62.000;3046;1       	68.000;3046;1       	60.000;3046;1       	59.000;3046;1       	79.000;3046;1       	61.000;3046;1       	64.1;3046           	0:64;1.0  
92	468 	60001.000;3896334;0 	60002.000;3881188;0 	60001.000;3865143;0 	60002.000;3854058;0 	60001.000;3866669;0 	60001.000;3874357;0 	60001.000;3866920;0 	60002.000;3862039;0 	60002.000;3869476;0 	60001.000;3875388;0 	60001.4;3871157     	60:1;0.0  
93	473 	60001.000;3304011;0 	60001.000;3303241;0 	60002.000;3281406;0 	60002.000;3295845;0 	60001.000;3305930;0 	60002.000;3317946;0 	60001.000;3316634;0 	60002.000;3313030;0 	60002.000;3295441;0 	60002.000;3311568;0 	60001.6;3304505     	60:1;0.0  
94	478 	262.000;12541;1     	254.000;12541;1     	248.000;12541;1     	259.000;12541;1     	244.000;12541;1     	253.000;12541;1     	252.000;12541;1     	252.000;12541;1     	249.000;12541;1     	253.000;12541;1     	252.6;12541         	0:252;1.0 
95	483 	3030.000;178993;1   	3025.000;178993;1   	3015.000;178993;1   	3020.000;178993;1   	3027.000;178993;1   	3035.000;178993;1   	3000.000;178993;1   	3037.000;178993;1   	3034.000;178993;1   	3034.000;178993;1   	3025.7;178993       	3:25;1.0  
96	488 	28.000;9;1          	29.000;9;1          	37.000;9;1          	27.000;9;1          	27.000;9;1          	28.000;9;1          	37.000;9;1          	37.000;9;1          	27.000;9;1          	28.000;9;1          	30.5;9              	0:30;1.0  
97	493 	30.000;89;1         	29.000;89;1         	29.000;89;1         	30.000;89;1         	40.000;89;1         	30.000;89;1         	30.000;89;1         	51.000;89;1         	30.000;89;1         	30.000;89;1         	32.9;89             	0:32;1.0  
98	498 	60002.000;3541126;0 	60002.000;3540169;0 	60002.000;3530987;0 	60001.000;3509058;0 	60001.000;3533436;0 	60002.000;3539203;0 	60002.000;3545482;0 	60002.000;3538755;0 	60002.000;3528318;0 	60002.000;3486886;0 	60001.8;3529342     	60:1;0.0  
99	503 	266.000;15332;1     	273.000;15332;1     	266.000;15332;1     	267.000;15332;1     	288.000;15332;1     	306.000;15332;1     	289.000;15332;1     	278.000;15332;1     	277.000;15332;1     	270.000;15332;1     	278.0;15332         	0:278;1.0 
100	508 	165.000;9258;1      	166.000;9258;1      	164.000;9258;1      	167.000;9258;1      	161.000;9258;1      	164.000;9258;1      	169.000;9258;1      	165.000;9258;1      	174.000;9258;1      	174.000;9258;1      	166.9;9258          	0:166;1.0 
101	513 	60002.000;4680337;0 	60001.000;4680784;0 	60001.000;4679766;0 	60001.000;4662268;0 	60002.000;4670240;0 	60001.000;4674125;0 	60002.000;4500568;0 	60001.000;4436418;0 	60002.000;4380260;0 	60001.000;4452381;0 	60001.4;4581714     	60:1;0.0  
102	518 	60001.000;2228079;0 	60001.000;2298493;0 	60001.000;2350074;0 	60002.000;2380430;0 	60001.000;2400610;0 	60002.000;2391628;0 	60002.000;2393626;0 	60002.000;2396722;0 	60001.000;2383135;0 	60001.000;2400518;0 	60001.4;2362331     	60:1;0.0  
103	523 	60002.000;4189903;0 	60001.000;4184352;0 	60001.000;4192428;0 	60001.000;4182816;0 	60001.000;4206017;0 	60001.000;4208531;0 	60001.000;4209807;0 	60002.000;4240732;0 	60001.000;4347171;0 	60001.000;4365779;0 	60001.2;4232753     	60:1;0.0  
104	528 	60001.000;2635674;0 	60002.000;2638635;0 	60002.000;2642207;0 	60002.000;2647781;0 	60001.000;2655811;0 	60001.000;2662000;0 	60001.000;2661221;0 	60002.000;2655340;0 	60001.000;2674040;0 	60001.000;2671528;0 	60001.4;2654423     	60:1;0.0  
105	533 	60001.000;3212788;0 	60002.000;3182390;0 	60002.000;3198759;0 	60001.000;3204468;0 	60002.000;3193573;0 	60001.000;3186836;0 	60001.000;3196246;0 	60002.000;3193011;0 	60001.000;3207959;0 	60002.000;3216495;0 	60001.5;3199252     	60:1;0.0  
106	538 	44.000;131;1        	40.000;131;1        	41.000;131;1        	55.000;131;1        	43.000;131;1        	40.000;131;1        	56.000;131;1        	49.000;131;1        	41.000;131;1        	40.000;131;1        	44.9;131            	0:44;1.0  
107	543 	60001.000;3295530;0 	60001.000;3298960;0 	60002.000;3297847;0 	60002.000;3285999;0 	60001.000;3315575;0 	60002.000;3291454;0 	60001.000;3299465;0 	60001.000;3292441;0 	60001.000;3305717;0 	60002.000;3323427;0 	60001.4;3300641     	60:1;0.0  
108	548 	1027.000;58392;1    	1021.000;58392;1    	1026.000;58392;1    	1024.000;58392;1    	1021.000;58392;1    	1022.000;58392;1    	1021.000;58392;1    	1028.000;58392;1    	1045.000;58392;1    	1022.000;58392;1    	1025.7;58392        	1:25;1.0  
109	553 	63.000;1175;1       	63.000;1175;1       	62.000;1175;1       	62.000;1175;1       	73.000;1175;1       	61.000;1175;1       	62.000;1175;1       	62.000;1175;1       	62.000;1175;1       	61.000;1175;1       	63.1;1175           	0:63;1.0  
110	558 	60002.000;3182447;0 	60001.000;3181842;0 	60002.000;3136445;0 	60001.000;3192261;0 	60001.000;3189173;0 	60002.000;3179314;0 	60001.000;3184553;0 	60002.000;3158852;0 	60002.000;3173396;0 	60002.000;3175515;0 	60001.6;3175379     	60:1;0.0  
111	563 	166.000;5490;1      	170.000;5490;1      	163.000;5490;1      	179.000;5490;1      	163.000;5490;1      	165.000;5490;1      	163.000;5490;1      	165.000;5490;1      	165.000;5490;1      	164.000;5490;1      	166.3;5490          	0:166;1.0 
112	568 	64.000;1201;1       	64.000;1201;1       	66.000;1201;1       	64.000;1201;1       	64.000;1201;1       	63.000;1201;1       	76.000;1201;1       	65.000;1201;1       	64.000;1201;1       	77.000;1201;1       	66.7;1201           	0:66;1.0  
113	573 	47.000;2;1          	47.000;2;1          	48.000;2;1          	48.000;2;1          	63.000;2;1          	48.000;2;1          	48.000;2;1          	68.000;2;1          	47.000;2;1          	48.000;2;1          	51.2;2              	0:51;1.0  
114	578 	60001.000;2769683;0 	60001.000;2772956;0 	60002.000;2786365;0 	60002.000;2783707;0 	60001.000;2788019;0 	60002.000;2786365;0 	60001.000;2765290;0 	60002.000;2749986;0 	60002.000;2788754;0 	60002.000;2744406;0 	60001.6;2773553     	60:1;0.0  
115	583 	68.000;2;1          	48.000;2;1          	47.000;2;1          	48.000;2;1          	49.000;2;1          	47.000;2;1          	74.000;2;1          	47.000;2;1          	48.000;2;1          	48.000;2;1          	52.4;2              	0:52;1.0  
116	588 	51.000;61;1         	51.000;61;1         	50.000;61;1         	50.000;61;1         	60.000;61;1         	50.000;61;1         	63.000;61;1         	50.000;61;1         	51.000;61;1         	51.000;61;1         	52.7;61             	0:52;1.0  
117	593 	53.000;12;1         	53.000;12;1         	54.000;12;1         	70.000;12;1         	76.000;12;1         	52.000;12;1         	71.000;12;1         	75.000;12;1         	53.000;12;1         	54.000;12;1         	61.1;12             	0:61;1.0  
118	598 	2317.000;111666;1   	2282.000;111666;1   	2296.000;111666;1   	2287.000;111666;1   	2286.000;111666;1   	2304.000;111666;1   	2291.000;111666;1   	2292.000;111666;1   	2295.000;111666;1   	2322.000;111666;1   	2297.2;111666       	2:297;1.0 
119	603 	849.000;37845;1     	848.000;37845;1     	857.000;37845;1     	852.000;37845;1     	862.000;37845;1     	845.000;37845;1     	850.000;37845;1     	845.000;37845;1     	843.000;37845;1     	848.000;37845;1     	849.9;37845         	0:849;1.0 
120	608 	243.000;9316;1      	244.000;9316;1      	244.000;9316;1      	247.000;9316;1      	245.000;9316;1      	243.000;9316;1      	247.000;9316;1      	245.000;9316;1      	246.000;9316;1      	243.000;9316;1      	244.7;9316          	0:244;1.0 
121	613 	36918.000;1756186;1 	36997.000;1756186;1 	36978.000;1756186;1 	36833.000;1756186;1 	36731.000;1756186;1 	36716.000;1756186;1 	36818.000;1756186;1 	36915.000;1756186;1 	36847.000;1756186;1 	36885.000;1756186;1 	36863.8;1756186     	36:863;1.0
122	618 	105.000;2476;1      	106.000;2476;1      	105.000;2476;1      	106.000;2476;1      	103.000;2476;1      	104.000;2476;1      	104.000;2476;1      	107.000;2476;1      	104.000;2476;1      	129.000;2476;1      	107.3;2476          	0:107;1.0 
123	623 	60001.000;2175326;0 	60002.000;2198638;0 	60001.000;2210340;0 	60001.000;2135590;0 	60001.000;2054745;0 	60002.000;2065445;0 	60002.000;2071065;0 	60001.000;2072685;0 	60002.000;2066800;0 	60001.000;2069773;0 	60001.4;2112040     	60:1;0.0  
124	628 	60002.000;2405390;0 	60001.000;2413680;0 	60001.000;2413383;0 	60002.000;2412588;0 	60001.000;2433799;0 	60002.000;2466297;0 	60002.000;2468156;0 	60001.000;2465016;0 	60001.000;2469768;0 	60002.000;2470230;0 	60001.5;2441830     	60:1;0.0  
125	633 	134.000;3496;1      	133.000;3496;1      	134.000;3496;1      	134.000;3496;1      	142.000;3496;1      	135.000;3496;1      	144.000;3496;1      	133.000;3496;1      	134.000;3496;1      	134.000;3496;1      	135.7;3496          	0:135;1.0 
126	638 	88.000;807;1        	87.000;807;1        	87.000;807;1        	88.000;807;1        	86.000;807;1        	88.000;807;1        	87.000;807;1        	89.000;807;1        	99.000;807;1        	86.000;807;1        	88.5;807            	0:88;1.0  
127	643 	70.000;19;1         	69.000;19;1         	69.000;19;1         	72.000;19;1         	73.000;19;1         	72.000;19;1         	71.000;19;1         	71.000;19;1         	69.000;19;1         	68.000;19;1         	70.4;19             	0:70;1.0  
128	648 	90.000;697;1        	88.000;697;1        	87.000;697;1        	88.000;697;1        	88.000;697;1        	89.000;697;1        	90.000;697;1        	89.000;697;1        	90.000;697;1        	89.000;697;1        	88.8;697            	0:88;1.0  
129	653 	60001.000;2874568;0 	60002.000;2898625;0 	60002.000;2893192;0 	60001.000;2896092;0 	60001.000;2919072;0 	60002.000;2902467;0 	60001.000;2840551;0 	60002.000;2933263;0 	60002.000;2936218;0 	60001.000;2938153;0 	60001.5;2903220     	60:1;0.0  
