dna_0000	Acaryochloris_marina_mbic11017.ASM1810v1.dna.chromosome.Chromosome
dna_0001	Acetobacterium_woodii_dsm_1030.ASM24760v1.dna.chromosome.Chromosome
dna_0002	Acetobacter_sp_slv_7.ASM162871v1.dna.chromosome.Chromosome
dna_0003	Acetobacter_pasteurianus_ifo_3283_12Acetobacter_pasteurianus_ifo_3283_12.ASM1096v1.dna.chromosome.Chromosome
