0	0	10.9956
0	1	7.9306
0	2	8.0550
0	3	9.2226
0	4	9.1256
0	5	10.2567
0	6	8.8175
0	7	8.6526
0	8	8.3239
0	9	7.7834
0	10	11.1460
0	11	10.1648
0	12	8.7922
0	13	11.0365
0	14	8.7984
0	15	8.3191
0	16	8.7523
0	17	7.6072
0	18	7.9714
0	19	11.1529
0	20	9.5405
0	21	8.6808
0	22	8.2245
0	23	10.0335
0	24	9.9141
0	25	9.8073
0	26	9.9739
0	27	9.6542
0	28	11.4413
0	29	8.1033
0	30	8.3015
0	31	8.7494
0	32	10.0359
0	33	8.1579
0	34	9.3741
0	35	9.8411
0	36	8.8914
0	37	8.3409
0	38	12.2245
0	39	9.7231
0	40	10.3018
0	41	9.4959
0	42	9.3435
0	43	9.9554
0	44	8.9266
0	45	7.9546
0	46	10.3917
0	47	8.0232
0	48	9.9161
0	49	10.2802
0	50	9.7270
0	51	9.4656
0	52	10.3453
0	53	9.5404
0	54	8.9984
0	55	7.8023
0	56	10.8967
0	57	10.1981
0	58	8.5391
0	59	9.6614
0	60	7.8729
0	61	10.3733
0	62	9.5824
0	63	9.7164
0	64	9.7435
0	65	10.0462
0	66	11.2131
0	67	12.5488
0	68	12.3570
0	69	8.6499
0	70	7.4130
0	71	9.5594
0	72	8.8072
0	73	7.0607
0	74	9.5413
0	75	9.6635
0	76	9.2465
0	77	8.9206
0	78	12.4416
0	79	8.3260
0	80	10.0766
0	81	8.9771
0	82	8.2669
0	83	10.0155
0	84	12.2251
0	85	10.5800
0	86	8.1897
0	87	9.4021
0	88	9.2890
0	89	8.8178
0	90	9.5246
0	91	9.5263
0	92	7.6807
0	93	9.0076
0	94	8.2509
0	95	6.6444
0	96	8.5429
0	97	7.4434
0	98	10.3068
0	99	9.7460
1	0	7.5147
1	1	10.0504
1	2	9.0032
1	3	10.9457
1	4	7.9675
1	5	8.5146
1	6	10.7405
1	7	8.7724
1	8	9.1771
1	9	10.9083
1	10	9.9626
1	11	7.9701
1	12	10.2431
1	13	10.0538
1	14	10.7165
1	15	11.0547
1	16	10.0850
1	17	8.7126
1	18	8.2075
1	19	7.9590
1	20	10.3840
1	21	11.8438
1	22	10.8396
1	23	11.9096
1	24	9.1908
1	25	11.5653
1	26	9.1825
1	27	10.7114
1	28	10.1174
1	29	8.1763
1	30	8.7214
1	31	8.8412
1	32	9.0620
1	33	9.0567
1	34	8.9676
1	35	8.7527
1	36	8.8659
1	37	8.3582
1	38	8.6506
1	39	8.8600
1	40	8.3406
1	41	8.7767
1	42	9.6217
1	43	11.1182
1	44	8.5820
1	45	8.3685
1	46	9.9821
1	47	10.7033
1	48	11.2801
1	49	8.7648
1	50	9.4781
1	51	11.0832
1	52	9.5830
1	53	11.9074
1	54	9.4414
1	55	9.4977
1	56	8.9223
1	57	10.1362
1	58	11.4003
1	59	9.8506
1	60	8.9135
1	61	9.5996
1	62	8.4658
1	63	10.2620
1	64	11.7594
1	65	8.6501
1	66	8.9881
1	67	9.7784
1	68	10.3288
1	69	10.3952
1	70	8.6727
1	71	8.0569
1	72	10.0113
1	73	9.9839
1	74	7.5373
1	75	11.1803
1	76	9.8930
1	77	8.1940
1	78	8.6656
1	79	8.6150
1	80	10.7836
1	81	8.6341
1	82	8.4807
1	83	8.7169
1	84	11.0762
1	85	8.6919
1	86	7.9577
1	87	11.7254
1	88	8.2398
1	89	10.2390
1	90	10.5105
1	91	10.8727
1	92	8.2036
1	93	8.3424
1	94	8.5756
1	95	8.1517
1	96	11.2543
1	97	9.4944
1	98	10.8686
1	99	11.1213
2	0	8.7511
2	1	10.1289
2	2	9.1230
2	3	8.9470
2	4	9.3462
2	5	10.2750
2	6	10.9457
2	7	11.6110
2	8	13.2551
2	9	10.2844
2	10	9.1951
2	11	9.2369
2	12	10.2069
2	13	11.3847
2	14	7.6360
2	15	9.6736
2	16	10.9007
2	17	7.9596
2	18	10.0300
2	19	10.3998
2	20	9.0550
2	21	8.9963
2	22	11.4521
2	23	9.2033
2	24	11.6648
