3131163	control 596412_0	1688	48	1153	6	1163	1020.21	4.79216
3280266	control 596412_0	1558	0	941	20	1148	940.51	3.84005
3429369	control 596412_0	591	0	358	358	763	357.47	1.43261
0	control 596412_1	0	0	0	0	0	0.00	4.82988
149103	control 596412_1	0	0	0	0	0	0.00	4.86178
298206	control 596412_1	0	0	0	0	0	0.00	4.85112
447309	control 596412_1	0	0	0	0	0	0.00	4.85706
596412	control 596412_1	0	0	0	0	0	0.00	4.85941
745515	control 596412_1	0	0	0	0	0	0.00	4.84647
894618	control 596412_1	0	0	0	0	0	0.00	4.85603
1043721	control 596412_1	0	0	0	0	0	0.00	4.84419
1192824	control 596412_1	0	0	0	0	0	0.00	5.15341
1341927	control 596412_1	0	0	0	0	0	0.00	4.86987
1491030	control 596412_1	0	0	0	0	0	0.00	4.87401
1640133	control 596412_1	0	0	0	0	0	0.00	4.86548
1789236	control 596412_1	0	0	0	0	0	0.00	4.87145
1938339	control 596412_1	0	0	0	0	0	0.00	4.86472
2087442	control 596412_1	0	0	0	0	0	0.00	4.86579
2236545	control 596412_1	0	0	0	0	0	0.00	4.85018
2385648	control 596412_1	0	0	0	0	0	0.00	4.84500
2534751	control 596412_1	0	0	0	0	0	0.00	4.83879
2683854	control 596412_1	0	0	0	0	0	0.00	4.84920
2832957	control 596412_1	0	0	0	0	0	0.00	4.84503
2982060	control 596412_1	0	0	0	0	0	0.00	4.86331
3131163	control 596412_1	0	0	0	0	0	0.00	4.86974
3280266	control 596412_1	0	0	0	0	0	0.00	3.90347
3429369	control 596412_1	0	0	0	0	0	0.00	1.44840
0	control 745515_0	1747	3	1162	0	1150	1072.65	4.89509
149103	control 745515_0	1700	0	1163	0	1156	1021.60	5.03472
298206	control 745515_0	1725	2	1163	0	1154	1055.97	5.09055
447309	control 745515_0	1746	10	1163	0	1161	1060.78	5.00669
596412	control 745515_0	1729	0	1163	47	1162	1035.59	5.09433
745515	control 745515_0	1166	0	1163	0	1163	1165.54	5.06463
894618	control 745515_0	1764	0	1162	0	1161	1064.80	5.09421
1043721	control 745515_0	1751	10	1162	0	1161	1071.79	5.03780
1192824	control 745515_0	1688	0	1146	6	1162	1002.54	5.00459
1341927	control 745515_0	1763	0	1149	7	1156	1040.47	5.01904
1491030	control 745515_0	1739	1	1162	0	1158	957.22	5.02975
1640133	control 745515_0	1715	0	1105	2	1158	927.12	5.38326
1789236	control 745515_0	1627	62	1148	3	1076	869.95	5.17784
1938339	control 745515_0	1740	10	1124	51	1161	944.58	5.14953
2087442	control 745515_0	1764	1	1124	2	1158	972.34	5.18890
2236545	control 745515_0	1722	21	1120	0	1156	909.41	5.00397
2385648	control 745515_0	1697	0	1113	52	1158	882.65	5.10474
2534751	control 745515_0	1625	0	1092	52	1120	852.39	5.00854
2683854	control 745515_0	1730	3	1135	31	1155	934.38	5.02778
2832957	control 745515_0	1748	38	1124	3	1158	927.22	5.02548
2982060	control 745515_0	1737	1	1149	52	1161	956.50	5.01952
3131163	control 745515_0	1660	160	1162	3	1150	1018.72	5.03168
3280266	control 745515_0	1567	0	941	0	1159	947.21	4.01436
3429369	control 745515_0	577	0	359	757	1157	349.47	1.44900
0	control 745515_1	0	0	0	0	0	0.00	5.11692
149103	control 745515_1	0	0	0	0	0	0.00	5.02242
298206	control 745515_1	0	0	0	0	0	0.00	4.84608
447309	control 745515_1	0	0	0	0	0	0.00	4.87737
596412	control 745515_1	0	0	0	0	0	0.00	4.85813
745515	control 745515_1	0	0	0	0	0	0.00	4.85260
894618	control 745515_1	0	0	0	0	0	0.00	4.87799
1043721	control 745515_1	0	0	0	0	0	0.00	4.83529
1192824	control 745515_1	0	0	0	0	0	0.00	4.85732
1341927	control 745515_1	0	0	0	0	0	0.00	4.85146
1491030	control 745515_1	0	0	0	0	0	0.00	4.86854
1640133	control 745515_1	0	0	0	0	0	0.00	4.85974
1789236	control 745515_1	0	0	0	0	0	0.00	4.87663
1938339	control 745515_1	0	0	0	0	0	0.00	4.83966
2087442	control 745515_1	0	0	0	0	0	0.00	4.85076
2236545	control 745515_1	0	0	0	0	0	0.00	4.89607
2385648	control 745515_1	0	0	0	0	0	0.00	4.88032
2534751	control 745515_1	0	0	0	0	0	0.00	4.84028
2683854	control 745515_1	0	0	0	0	0	0.00	4.84944
2832957	control 745515_1	0	0	0	0	0	0.00	4.83659
2982060	control 745515_1	0	0	0	0	0	0.00	4.87331
3131163	control 745515_1	0	0	0	0	0	0.00	4.84647
3280266	control 745515_1	0	0	0	0	0	0.00	3.89469
3429369	control 745515_1	0	0	0	0	0	0.00	1.44804
0	control 894618_0	1726	18	1144	0	1161	1062.03	4.78823
149103	control 894618_0	1752	14	1163	0	1156	1062.96	4.79499
298206	control 894618_0	1759	17	1157	0	1163	1073.88	4.79306
447309	control 894618_0	1747	0	1162	0	1163	1049.17	4.78421
596412	control 894618_0	1727	41	1162	0	1162	1041.08	4.79048
745515	control 894618_0	1779	0	1161	0	1162	1076.45	5.12068
894618	control 894618_0	1167	0	1163	0	1163	1166.12	4.79377
1043721	control 894618_0	1757	1	1163	2	1162	1079.04	4.78187
1192824	control 894618_0	1738	25	1141	0	1163	1068.04	4.79960
1341927	control 894618_0	1765	0	1149	2	1159	1040.47	4.79769
1491030	control 894618_0	1783	1	1157	0	1111	1013.35	4.82309
1640133	control 894618_0	1759	0	1162	0	1145	961.56	4.79118
1789236	control 894618_0	1738	30	1144	7	1162	940.37	4.78528
1938339	control 894618_0	1723	62	1163	0	1154	968.92	4.78148
2087442	control 894618_0	1780	1	1163	18	1159	994.96	4.79232
2236545	control 894618_0	1759	30	1163	0	1161	948.44	4.77396
2385648	control 894618_0	1743	40	1150	0	1112	936.14	4.79639
2534751	control 894618_0	1701	2	1144	0	1090	922.67	4.81057
2683854	control 894618_0	1743	0	1144	7	1157	956.71	4.80137
2832957	control 894618_0	1725	19	1154	5	1141	944.55	4.78286
2982060	control 894618_0	1716	3	1155	5	1161	959.22	4.82428
3131163	control 894618_0	1682	104	1163	7	1124	1035.92	4.80649
3280266	control 894618_0	1610	0	941	0	1159	966.16	3.87181
3429369	control 894618_0	552	0	359	459	832	337.59	1.42316
0	control 894618_1	0	0	0	0	0	0.00	4.83924
149103	control 894618_1	0	0	0	0	0	0.00	4.84175
298206	control 894618_1	0	0	0	0	0	0.00	4.86379
447309	control 894618_1	0	0	0	0	0	0.00	4.89331
596412	control 894618_1	0	0	0	0	0	0.00	4.85525
745515	control 894618_1	0	0	0	0	0	0.00	4.83839
894618	control 894618_1	0	0	0	0	0	0.00	4.88049
1043721	control 894618_1	0	0	0	0	0	0.00	4.85275
1192824	control 894618_1	0	0	0	0	0	0.00	4.87846
1341927	control 894618_1	0	0	0	0	0	0.00	5.17156
1491030	control 894618_1	0	0	0	0	0	0.00	4.85786
1640133	control 894618_1	0	0	0	0	0	0.00	4.85687
1789236	control 894618_1	0	0	0	0	0	0.00	4.86318
1938339	control 894618_1	0	0	0	0	0	0.00	4.92417
2087442	control 894618_1	0	0	0	0	0	0.00	4.88518
2236545	control 894618_1	0	0	0	0	0	0.00	4.87264
2385648	control 894618_1	0	0	0	0	0	0.00	4.86219
2534751	control 894618_1	0	0	0	0	0	0.00	4.83815
2683854	control 894618_1	0	0	0	0	0	0.00	4.88633
2832957	control 894618_1	0	0	0	0	0	0.00	4.93436
2982060	control 894618_1	0	0	0	0	0	0.00	4.90639
3131163	control 894618_1	0	0	0	0	0	0.00	4.87525
3280266	control 894618_1	0	0	0	0	0	0.00	3.89914
3429369	control 894618_1	0	0	0	0	0	0.00	1.45575
0	control 1043721_0	1719	0	1143	0	1163	1061.15	4.76553
149103	control 1043721_0	1712	22	1134	0	1163	1048.74	4.81341
298206	control 1043721_0	1721	3	1163	3	1153	1054.59	4.81384
447309	control 1043721_0	1744	5	1157	3	1163	1055.45	4.78674
596412	control 1043721_0	1740	0	1162	0	1162	1052.99	4.78485
745515	control 1043721_0	1744	0	1161	9	1162	1060.91	4.81452
894618	control 1043721_0	1766	4	1162	0	1163	1080.49	4.81103
1043721	control 1043721_0	1166	0	1163	0	1163	1165.22	4.81637
1192824	control 1043721_0	1728	36	1159	0	1161	1030.20	4.90507
1341927	control 1043721_0	1780	0	1149	0	1161	1041.78	4.84331
1491030	control 1043721_0	1820	0	1148	9	1162	1025.37	4.81581
1640133	control 1043721_0	1612	0	1079	87	1161	881.24	4.80844
1789236	control 1043721_0	1772	0	1098	33	1158	1005.98	4.82759
1938339	control 1043721_0	1796	1	1163	3	1159	1018.83	5.14146
2087442	control 1043721_0	1734	28	1155	26	1163	989.33	5.11541
2236545	control 1043721_0	1795	21	1163	3	1163	987.45	9.09520
2385648	control 1043721_0	1696	39	1131	7	1158	916.53	6.71323
2534751	control 1043721_0	1732	0	1145	7	1102	956.82	4.77939
2683854	control 1043721_0	1662	0	1072	64	1163	922.15	4.79809
2832957	control 1043721_0	1664	38	1113	27	1162	907.47	4.78185
2982060	control 1043721_0	1750	3	1147	26	1163	972.57	4.77984
3131163	control 1043721_0	1729	3	1150	32	1163	1053.88	4.75788
3280266	control 1043721_0	1585	0	941	3	1156	947.65	3.83542
3429369	control 1043721_0	565	0	359	9	390	342.95	1.42124
0	control 1043721_1	0	0	0	0	0	0.00	4.79341
149103	control 1043721_1	0	0	0	0	0	0.00	4.80500
298206	control 1043721_1	0	0	0	0	0	0.00	4.98392
447309	control 1043721_1	0	0	0	0	0	0.00	4.84439
596412	control 1043721_1	0	0	0	0	0	0.00	4.81126
745515	control 1043721_1	0	0	0	0	0	0.00	4.83414
894618	control 1043721_1	0	0	0	0	0	0.00	4.83872
1043721	control 1043721_1	0	0	0	0	0	0.00	4.84741
1192824	control 1043721_1	0	0	0	0	0	0.00	4.90281
1341927	control 1043721_1	0	0	0	0	0	0.00	4.87618
1491030	control 1043721_1	0	0	0	0	0	0.00	4.85664
1640133	control 1043721_1	0	0	0	0	0	0.00	4.85448
1789236	control 1043721_1	0	0	0	0	0	0.00	4.85216
1938339	control 1043721_1	0	0	0	0	0	0.00	4.83122
2087442	control 1043721_1	0	0	0	0	0	0.00	4.85147
2236545	control 1043721_1	0	0	0	0	0	0.00	4.85447
2385648	control 1043721_1	0	0	0	0	0	0.00	4.85059
2534751	control 1043721_1	0	0	0	0	0	0.00	4.85413
2683854	control 1043721_1	0	0	0	0	0	0.00	4.85660
2832957	control 1043721_1	0	0	0	0	0	0.00	4.84986
2982060	control 1043721_1	0	0	0	0	0	0.00	4.86404
3131163	control 1043721_1	0	0	0	0	0	0.00	4.91511
3280266	control 1043721_1	0	0	0	0	0	0.00	3.93362
3429369	control 1043721_1	0	0	0	0	0	0.00	1.45397
0	control 1192824_0	1689	0	1112	61	1163	1028.68	4.80553
149103	control 1192824_0	1744	0	1152	0	1160	1035.49	4.80875
298206	control 1192824_0	1764	0	1163	2	1149	1077.19	4.81976
447309	control 1192824_0	1769	14	1157	5	1163	1076.89	4.78294
596412	control 1192824_0	1723	7	1139	0	1163	1025.78	4.80832
745515	control 1192824_0	1700	7	1162	0	1146	1019.73	4.78330
894618	control 1192824_0	1733	0	1163	20	1141	1066.98	5.11011
1043721	control 1192824_0	1713	1	1161	34	1159	1012.29	4.80280
1192824	control 1192824_0	1164	0	1163	0	1163	1164.00	4.83294
1341927	control 1192824_0	1695	48	1157	0	1137	982.13	4.81919
1491030	control 1192824_0	1778	0	1163	61	1161	1014.72	5.04848
1640133	control 1192824_0	1748	0	1160	41	1159	965.93	4.78331
1789236	control 1192824_0	1644	6	1100	81	1137	918.86	4.79830
1938339	control 1192824_0	1710	85	1163	0	1157	971.25	4.79838
2087442	control 1192824_0	1729	1	1163	83	1139	995.97	4.80125
2236545	control 1192824_0	1641	21	1071	81	1162	911.53	4.78467
2385648	control 1192824_0	1661	40	1130	74	1161	898.63	4.77502
2534751	control 1192824_0	1700	2	1065	13	1162	931.28	4.77979
2683854	control 1192824_0	1716	3	1144	81	1162	942.42	4.79956
2832957	control 1192824_0	1691	19	1125	81	1161	945.13	4.80420
2982060	control 1192824_0	1712	3	1163	81	1163	949.30	4.78036
3131163	control 1192824_0	1775	4	1162	0	1158	1080.85	4.78236
3280266	control 1192824_0	1561	0	941	14	1132	942.22	3.85274
3429369	control 1192824_0	648	0	358	211	685	389.96	1.46973
0	control 1192824_1	0	0	0	0	0	0.00	4.85410
149103	control 1192824_1	0	0	0	0	0	0.00	4.83701
298206	control 1192824_1	0	0	0	0	0	0.00	4.88653
447309	control 1192824_1	0	0	0	0	0	0.00	4.83704
596412	control 1192824_1	0	0	0	0	0	0.00	4.86700
745515	control 1192824_1	0	0	0	0	0	0.00	4.84578
894618	control 1192824_1	0	0	0	0	0	0.00	4.86093
1043721	control 1192824_1	0	0	0	0	0	0.00	4.83711
1192824	control 1192824_1	0	0	0	0	0	0.00	4.87755
1341927	control 1192824_1	0	0	0	0	0	0.00	4.85343
1491030	control 1192824_1	0	0	0	0	0	0.00	5.22976
1640133	control 1192824_1	0	0	0	0	0	0.00	4.84509
1789236	control 1192824_1	0	0	0	0	0	0.00	4.88154
1938339	control 1192824_1	0	0	0	0	0	0.00	4.85527
2087442	control 1192824_1	0	0	0	0	0	0.00	4.86437
2236545	control 1192824_1	0	0	0	0	0	0.00	4.84407
2385648	control 1192824_1	0	0	0	0	0	0.00	4.87132
2534751	control 1192824_1	0	0	0	0	0	0.00	4.84325
2683854	control 1192824_1	0	0	0	0	0	0.00	4.84973
2832957	control 1192824_1	0	0	0	0	0	0.00	4.83363
2982060	control 1192824_1	0	0	0	0	0	0.00	4.89419
3131163	control 1192824_1	0	0	0	0	0	0.00	4.86108
3280266	control 1192824_1	0	0	0	0	0	0.00	3.90169
3429369	control 1192824_1	0	0	0	0	0	0.00	1.45203
0	control 1341927_0	1780	0	1137	0	1156	1041.11	4.91702
149103	control 1341927_0	1750	0	1163	27	1149	996.94	4.81962
298206	control 1341927_0	1753	25	1152	0	1163	1029.77	4.79475
447309	control 1341927_0	1609	0	1048	49	1148	939.61	4.77338
596412	control 1341927_0	1787	0	1161	3	1157	1028.32	4.80579
745515	control 1341927_0	1729	35	1158	0	1148	1022.81	4.79184
894618	control 1341927_0	1786	3	1159	0	1149	1048.07	4.81148
1043721	control 1341927_0	1792	0	1161	0	1149	1046.12	4.79377
1192824	control 1341927_0	1696	1	1137	40	1157	987.02	4.78765
1341927	control 1341927_0	1165	0	1163	0	1163	1164.94	4.79679
1491030	control 1341927_0	699	0	579	580	1162	510.43	4.81785
1640133	control 1341927_0	1813	1	1131	0	1163	1071.18	5.07151
1789236	control 1341927_0	1811	7	1163	22	1163	1060.90	5.09920
1938339	control 1341927_0	1735	1	1087	5	1163	1018.63	5.10157
2087442	control 1341927_0	1711	1	1162	28	1158	975.75	5.10323
2236545	control 1341927_0	1746	0	1136	22	1163	1000.26	5.25862
2385648	control 1341927_0	1707	10	1066	22	1163	987.50	5.11331
2534751	control 1341927_0	1760	0	1127	22	1163	1006.60	5.18594
2683854	control 1341927_0	1757	3	1151	69	1162	1012.18	5.14037
2832957	control 1341927_0	1691	19	1135	28	1162	953.30	5.11582
2982060	control 1341927_0	1773	0	1140	37	1155	996.96	5.10645
3131163	control 1341927_0	1735	0	1080	10	1153	993.11	5.25674
3280266	control 1341927_0	1555	0	941	47	1143	900.01	4.09672
3429369	control 1341927_0	630	0	359	0	430	385.87	1.42787
0	control 1341927_1	0	0	0	0	0	0.00	4.83512
149103	control 1341927_1	0	0	0	0	0	0.00	4.87425
298206	control 1341927_1	0	0	0	0	0	0.00	4.94954
447309	control 1341927_1	0	0	0	0	0	0.00	4.84770
596412	control 1341927_1	0	0	0	0	0	0.00	5.22502
745515	control 1341927_1	0	0	0	0	0	0.00	4.84469
894618	control 1341927_1	0	0	0	0	0	0.00	4.84935
1043721	control 1341927_1	0	0	0	0	0	0.00	4.84537
1192824	control 1341927_1	0	0	0	0	0	0.00	4.85962
1341927	control 1341927_1	0	0	0	0	0	0.00	4.84089
1491030	control 1341927_1	0	0	0	0	0	0.00	4.83631
1640133	control 1341927_1	0	0	0	0	0	0.00	4.83761
1789236	control 1341927_1	0	0	0	0	0	0.00	4.86427
1938339	control 1341927_1	0	0	0	0	0	0.00	4.84075
2087442	control 1341927_1	0	0	0	0	0	0.00	4.87398
2236545	control 1341927_1	0	0	0	0	0	0.00	4.81995
2385648	control 1341927_1	0	0	0	0	0	0.00	4.85080
2534751	control 1341927_1	0	0	0	0	0	0.00	4.81843
2683854	control 1341927_1	0	0	0	0	0	0.00	4.81725
2832957	control 1341927_1	0	0	0	0	0	0.00	4.83287
2982060	control 1341927_1	0	0	0	0	0	0.00	4.83991
3131163	control 1341927_1	0	0	0	0	0	0.00	4.83338
3280266	control 1341927_1	0	0	0	0	0	0.00	3.87251
3429369	control 1341927_1	0	0	0	0	0	0.00	1.44229
0	control 1491030_0	1694	8	1141	68	1163	935.76	4.73827
149103	control 1491030_0	1711	0	1142	0	1097	934.45	4.73450
298206	control 1491030_0	1639	155	1163	0	1136	921.56	4.76060
447309	control 1491030_0	1744	2	1108	0	1155	943.00	4.82456
596412	control 1491030_0	1688	13	1162	0	1020	908.26	4.76063
745515	control 1491030_0	1766	1	1158	0	1162	977.63	4.76294
894618	control 1491030_0	1788	17	1111	0	1157	1020.90	4.77239
1043721	control 1491030_0	1818	10	1162	0	1148	1011.74	4.74426
1192824	control 1491030_0	1787	62	1161	0	1163	1024.10	5.11401
1341927	control 1491030_0	699	581	1162	0	579	509.81	4.74731
1491030	control 1491030_0	1165	0	1163	0	1163	1164.62	4.78253
1640133	control 1491030_0	1775	1	1157	0	1163	1056.66	4.78788
1789236	control 1491030_0	1715	0	1153	8	1163	1010.01	4.74637
1938339	control 1491030_0	1787	0	1163	1	1154	1083.15	4.77676
2087442	control 1491030_0	1758	8	1162	0	1163	1044.96	4.70758
2236545	control 1491030_0	1688	21	1143	0	1163	990.65	4.71491
2385648	control 1491030_0	1669	61	1162	0	1073	993.20	4.79099
2534751	control 1491030_0	1786	2	1155	0	1163	1080.22	4.69703
2683854	control 1491030_0	1658	0	1084	8	1163	954.52	4.73284
2832957	control 1491030_0	1727	1	1119	12	1162	1040.10	4.71318
2982060	control 1491030_0	1760	0	1126	6	1156	1046.86	4.70320
3131163	control 1491030_0	1760	2	1149	1	1156	1004.93	4.71868
3280266	control 1491030_0	1549	20	941	93	1161	864.24	3.77668
3429369	control 1491030_0	620	21	357	711	1156	355.19	1.40230
0	control 1491030_1	0	0	0	0	0	0.00	4.81523
149103	control 1491030_1	0	0	0	0	0	0.00	4.80488
298206	control 1491030_1	0	0	0	0	0	0.00	4.78717
447309	control 1491030_1	0	0	0	0	0	0.00	5.16870
596412	control 1491030_1	0	0	0	0	0	0.00	5.30607
745515	control 1491030_1	0	0	0	0	0	0.00	5.45415
894618	control 1491030_1	0	0	0	0	0	0.00	5.32683
1043721	control 1491030_1	0	0	0	0	0	0.00	5.30012
1192824	control 1491030_1	0	0	0	0	0	0.00	5.32664
1341927	control 1491030_1	0	0	0	0	0	0.00	5.41871
1491030	control 1491030_1	0	0	0	0	0	0.00	5.27084
1640133	control 1491030_1	0	0	0	0	0	0.00	5.71784
1789236	control 1491030_1	0	0	0	0	0	0.00	5.23601
1938339	control 1491030_1	0	0	0	0	0	0.00	5.29496
2087442	control 1491030_1	0	0	0	0	0	0.00	5.18827
2236545	control 1491030_1	0	0	0	0	0	0.00	4.98891
2385648	control 1491030_1	0	0	0	0	0	0.00	4.99657
2534751	control 1491030_1	0	0	0	0	0	0.00	5.06485
2683854	control 1491030_1	0	0	0	0	0	0.00	5.00557
2832957	control 1491030_1	0	0	0	0	0	0.00	4.97657
2982060	control 1491030_1	0	0	0	0	0	0.00	4.99914
3131163	control 1491030_1	0	0	0	0	0	0.00	4.90550
3280266	control 1491030_1	0	0	0	0	0	0.00	3.96031
3429369	control 1491030_1	0	0	0	0	0	0.00	1.42544
0	control 1640133_0	1736	9	1159	51	1149	901.88	4.89400
149103	control 1640133_0	1616	180	1155	0	1149	862.02	5.09339
298206	control 1640133_0	1776	0	1162	0	1129	947.62	4.82073
447309	control 1640133_0	1713	20	1103	0	1163	929.26	4.95817
596412	control 1640133_0	1694	7	1163	110	1162	882.56	4.72065
745515	control 1640133_0	1714	15	1158	0	1105	927.62	4.71946
894618	control 1640133_0	1749	6	1145	0	1162	956.77	4.91600
1043721	control 1640133_0	1634	106	1163	0	1069	911.45	4.75060
1192824	control 1640133_0	1745	49	1160	0	1149	978.32	4.76155
1341927	control 1640133_0	1718	0	1163	0	1131	978.05	4.74997
1491030	control 1640133_0	1749	0	1163	0	1157	1032.30	4.76132
1640133	control 1640133_0	1164	0	1163	0	1163	1164.00	4.75783
1789236	control 1640133_0	1710	0	1152	19	1160	1024.68	4.74152
1938339	control 1640133_0	1690	0	1163	26	1134	1027.97	4.75349
2087442	control 1640133_0	1720	7	1163	0	1146	1025.99	4.74564
2236545	control 1640133_0	1734	29	1157	0	1160	1050.80	4.77161
2385648	control 1640133_0	1771	1	1162	19	1160	1083.34	4.75653
2534751	control 1640133_0	1752	1	1154	0	1160	1044.77	4.74247
2683854	control 1640133_0	1767	3	1143	0	1160	1057.14	4.81094
2832957	control 1640133_0	1707	0	1163	29	1158	1042.53	4.76473
2982060	control 1640133_0	1721	0	1149	24	1163	1012.41	4.74316
3131163	control 1640133_0	1753	0	1118	25	1162	972.20	4.70975
3280266	control 1640133_0	1463	36	941	122	1105	791.10	3.79036
3429369	control 1640133_0	625	0	359	243	679	358.40	1.42127
0	control 1640133_1	0	0	0	0	0	0.00	4.81254
149103	control 1640133_1	0	0	0	0	0	0.00	4.77035
298206	control 1640133_1	0	0	0	0	0	0.00	4.77814
447309	control 1640133_1	0	0	0	0	0	0.00	4.75326
596412	control 1640133_1	0	0	0	0	0	0.00	4.80049
745515	control 1640133_1	0	0	0	0	0	0.00	5.08282
894618	control 1640133_1	0	0	0	0	0	0.00	4.78151
1043721	control 1640133_1	0	0	0	0	0	0.00	4.75030
1192824	control 1640133_1	0	0	0	0	0	0.00	4.82660
1341927	control 1640133_1	0	0	0	0	0	0.00	4.79441
1491030	control 1640133_1	0	0	0	0	0	0.00	4.78610
1640133	control 1640133_1	0	0	0	0	0	0.00	4.75958
1789236	control 1640133_1	0	0	0	0	0	0.00	4.77975
1938339	control 1640133_1	0	0	0	0	0	0.00	4.76501
2087442	control 1640133_1	0	0	0	0	0	0.00	4.78134
2236545	control 1640133_1	0	0	0	0	0	0.00	4.77134
2385648	control 1640133_1	0	0	0	0	0	0.00	4.77385
2534751	control 1640133_1	0	0	0	0	0	0.00	4.78558
2683854	control 1640133_1	0	0	0	0	0	0.00	4.76310
2832957	control 1640133_1	0	0	0	0	0	0.00	4.75598
2982060	control 1640133_1	0	0	0	0	0	0.00	4.83351
3131163	control 1640133_1	0	0	0	0	0	0.00	4.79254
3280266	control 1640133_1	0	0	0	0	0	0.00	3.82001
3429369	control 1640133_1	0	0	0	0	0	0.00	1.42305
0	control 1789236_0	1781	8	1159	0	1141	945.98	4.65182
149103	control 1789236_0	1762	1	1140	0	1146	930.51	4.69374
298206	control 1789236_0	1682	53	1152	5	1163	895.73	4.71166
447309	control 1789236_0	1657	0	1059	5	1100	901.90	4.67906
596412	control 1789236_0	1788	7	1161	5	1145	945.42	4.68692
745515	control 1789236_0	1644	3	1076	33	1148	865.95	4.67663
894618	control 1789236_0	1771	0	1162	8	1144	954.89	4.71281
1043721	control 1789236_0	1752	34	1158	0	1098	981.41	4.70033
1192824	control 1789236_0	1643	82	1137	5	1100	914.08	4.69671
1341927	control 1789236_0	1793	24	1163	5	1163	1039.62	4.72179
1491030	control 1789236_0	1735	9	1163	0	1153	1025.17	5.11532
1640133	control 1789236_0	1692	20	1160	0	1152	1011.46	4.72043
1789236	control 1789236_0	1165	0	1163	0	1163	1164.84	4.72543
1938339	control 1789236_0	1756	0	1149	5	1163	1059.48	4.71174
2087442	control 1789236_0	1751	12	1163	0	1143	1076.48	4.71675
2236545	control 1789236_0	1693	63	1154	0	1163	1038.05	4.72648
2385648	control 1789236_0	1750	0	1151	14	1163	1067.72	4.70453
2534751	control 1789236_0	1744	0	1158	4	1162	1079.86	4.70784
2683854	control 1789236_0	1775	0	1151	0	1162	1079.47	4.70164
2832957	control 1789236_0	1798	0	1162	9	1151	1103.15	4.71396
2982060	control 1789236_0	1795	2	1161	0	1149	1077.40	4.70041
3131163	control 1789236_0	1739	0	1135	0	1145	976.54	4.69856
3280266	control 1789236_0	1540	0	940	33	1124	810.01	3.77244
3429369	control 1789236_0	495	21	351	663	994	282.97	1.41423
0	control 1789236_1	0	0	0	0	0	0.00	4.96756
149103	control 1789236_1	0	0	0	0	0	0.00	4.79190
298206	control 1789236_1	0	0	0	0	0	0.00	4.78970
447309	control 1789236_1	0	0	0	0	0	0.00	4.79219
596412	control 1789236_1	0	0	0	0	0	0.00	4.80867
745515	control 1789236_1	0	0	0	0	0	0.00	4.77908
